model,params_M,FLOPs_G,FPS,latency_ms,AP@[.5:.95],AP@.5,AP@.75,AP_small,AP_medium,AP_large,AR@1,AR@10,AR@100,AR_small,AR_medium,AR_large
yolov8-SE,3.032547,4.098121536,136.9316028226629,7.302916049957275,0.09561839601013798,0.24661683442874754,0.05475145945696121,0.06674625366019145,0.34881620907146443,0.4731343075376441,0.012227010444817764,0.06640858958439852,0.14408370462347528,0.11468660796847988,0.43106876553438267,0.576842105263158
